Grant #,Applicant Name,Account Status,FIPS #,County,Classification,PR
4283,"Pembroke Park, Town of",Closed,011-55750-00,Broward,City,Haley Beary
4337,"Pembroke Park, Town of",Active,011-55750-00,Broward,City,Haley Beary
4468,"Pembroke Park, Town of",Closed,011-55750-00,Broward,City,Haley Beary
4486,"Pembroke Park, Town of",Active,011-55750-00,Broward,City,Haley Beary
1539,"Pembroke Pines, City of",Closed,011-55775-00,Broward,City,Hamza Sattar
1545,"Pembroke Pines, City of",Closed,011-55775-00,Broward,City,Hamza Sattar
1561,"Pembroke Pines, City of",Closed,011-55775-00,Broward,City,Hamza Sattar
1602,"Pembroke Pines, City of",Closed,011-55775-00,Broward,City,Hamza Sattar
1609,"Pembroke Pines, City of",Closed,011-55775-00,Broward,City,Hamza Sattar
4834,Oceana Community Health Inc,Opening,099-UQE5U-00,Palm Beach,Other,Rachel Langston
3259,"Pembroke Pines, City of",Closed,011-55775-00,Broward,City,Hamza Sattar
3288,"Pembroke Pines, City of",Closed,011-55775-00,Broward,City,Hamza Sattar
4283,"Pembroke Pines, City of",Active,011-55775-00,Broward,City,Hamza Sattar
4337,"Pembroke Pines, City of",Active,011-55775-00,Broward,City,Hamza Sattar
4468,"Pembroke Pines, City of",Active,011-55775-00,Broward,City,Hamza Sattar
4486,"Pembroke Pines, City of",Active,011-55775-00,Broward,City,Hamza Sattar
4673,"Pembroke Pines, City of",Active,011-55775-00,Broward,City,Hamza Sattar
1545,"Penney Farms, Town of",Closed,019-55875-00,Clay,City,Hamza Sattar
1561,"Penney Farms, Town of",Closed,019-55875-00,Clay,City,Hamza Sattar
1785,"Penney Farms, Town of",Closed,019-55875-00,Clay,City,Hamza Sattar
1840,"Penney Farms, Town of",Closed,019-55875-00,Clay,City,Hamza Sattar
4337,"Penney Farms, Town of",Active,019-55875-00,Clay,City,Hamza Sattar
4068,"St. Petersburg, City of",Closed,103-63000-00,Pinellas,City,Ashley Mitchell
4280,"St. Petersburg, City of",Active,103-63000-00,Pinellas,City,Ashley Mitchell
4337,"St. Petersburg, City of",Active,103-63000-00,Pinellas,City,Ashley Mitchell
4486,"St. Petersburg, City of",Active,103-63000-00,Pinellas,City,Ashley Mitchell
4673,"St. Petersburg, City of",Active,103-63000-00,Pinellas,City,Ashley Mitchell
4734,"St. Petersburg, City of",Opening,103-63000-00,Pinellas,City,Ashley Mitchell
1539,"Tarpon Springs, City of",Closed,103-71150-00,Pinellas,City,Ashley Mitchell
1545,"Tarpon Springs, City of",Closed,103-71150-00,Pinellas,City,Ashley Mitchell
1561,"Tarpon Springs, City of",Closed,103-71150-00,Pinellas,City,Ashley Mitchell
4068,"Tarpon Springs, City of",Closed,103-71150-00,Pinellas,City,Ashley Mitchell
4280,"Tarpon Springs, City of",Closed,103-71150-00,Pinellas,City,Ashley Mitchell
4337,"Tarpon Springs, City of",Active,103-71150-00,Pinellas,City,Ashley Mitchell
4486,"Tarpon Springs, City of",Active,103-71150-00,Pinellas,City,Ashley Mitchell
4673,"Tarpon Springs, City of",Active,103-71150-00,Pinellas,City,Ashley Mitchell
4734,"Tarpon Springs, City of",Opening,103-71150-00,Pinellas,City,Ashley Mitchell
1551,Pensacola State College (DBA) Pensacola Junior College,Closed,033-0B3D9-00,Statewide,Public Community College,Collin Kenline
1595,Pensacola State College (DBA) Pensacola Junior College,Closed,033-0B3D9-00,Statewide,Public Community College,Collin Kenline
1602,Pensacola State College (DBA) Pensacola Junior College,Closed,033-0B3D9-00,Statewide,Public Community College,Collin Kenline
3220,Pensacola State College (DBA) Pensacola Junior College,Closed,033-0B3D9-00,Statewide,Public Community College,Collin Kenline
4673,"Pentecost Church of God, Inc.",Active,127-U316L-00,Volusia,House of Worship,Haley Beary
4399,"Pentecostal Church of Jesus Christ Gospel Ministry, INC",Active,039-U0RPI-00,Gadsden,House of Worship,Haley Beary
4486,"Pentecostal Church of Jesus Christ Gospel Ministry, INC",Opening,039-U0RPI-00,Gadsden,House of Worship,Haley Beary
1545,"Perry, City of",Closed,123-56150-00,Taylor,City,Rachel Langston
1561,"Perry, City of",Closed,123-56150-00,Taylor,City,Rachel Langston
1785,"Perry, City of",Closed,123-56150-00,Taylor,City,Rachel Langston
4280,"Perry, City of",Closed,123-56150-00,Taylor,City,Rachel Langston
4337,"Perry, City of",Active,123-56150-00,Taylor,City,Rachel Langston
4486,"Perry, City of",Closed,123-56150-00,Taylor,City,Rachel Langston
4734,"Perry, City of",Opening,123-56150-00,Taylor,City,Rachel Langston
1545,"Pierson, Town Of",Closed,127-56425-00,Volusia,City,Collin Kenline
1840,"Pierson, Town Of",Closed,127-56425-00,Volusia,City,Collin Kenline
4283,"Pierson, Town Of",Closed,127-56425-00,Volusia,City,Collin Kenline
4337,"Pierson, Town Of",Active,127-56425-00,Volusia,City,Collin Kenline
4486,"Pierson, Town Of",Opening,127-56425-00,Volusia,City,Collin Kenline
4834,Okeechobee County,Opening,093-99093-00,Okeechobee,County,Hamza Sattar
4673,"Pierson, Town Of",Opening,127-56425-00,Volusia,City,Collin Kenline
4337,Pine Air Lakes Community Development District,Closed,021-U4NUZ-00,Collier,Special District Government,Haley Beary
4673,Pine Island United Methodist Church,Active,071-0602F-00,Lee,House of Worship,Haley Beary
1545,Pine Tree Water Control District,Closed,011-UPD3L-00,Broward,Special District Government,Hamza Sattar
4337,Pine Tree Water Control District,Closed,011-UPD3L-00,Broward,Special District Government,Hamza Sattar
1539,"Pinecrest, Village of",Closed,086-56625-00,Miami-Dade,City,Collin Kenline
1545,"Pinecrest, Village of",Closed,086-56625-00,Miami-Dade,City,Collin Kenline
1602,"Pinecrest, Village of",Closed,086-56625-00,Miami-Dade,City,Collin Kenline
1609,"Pinecrest, Village of",Closed,086-56625-00,Miami-Dade,City,Collin Kenline
3259,"Pinecrest, Village of",Closed,086-56625-00,Miami-Dade,City,Collin Kenline
3288,"Pinecrest, Village of",Closed,086-56625-00,Miami-Dade,City,Collin Kenline
4337,"Pinecrest, Village of",Active,086-56625-00,Miami-Dade,City,Collin Kenline
4486,"Pinecrest, Village of",Active,086-56625-00,Miami-Dade,City,Collin Kenline
4794,Okefenoke Rural Electric Membership Corporation,Opening,000-U6XKR-00,Nassau,Critical Private Non-Profit,John Hayth
3605,Okefenoke Rural Electric Membership Corporation,Opening,000-U6XKR-00,Nassau,Critical Private Non-Profit,John Hayth
4806,Okefenoke Rural Electric Membership Corporation,Opening,000-U6XKR-00,Nassau,Critical Private Non-Profit,John Hayth
4834,"Old Punta Gorda, Inc.",Opening,,Charlotte,Other,Collin Kenline
4828,"Old Punta Gorda, Inc.",Opening,015-UXH26-00,Charlotte,Other,Collin Kenline
4337,Pinellas County Sheriff,Closed,103-14930-00,Pinellas,County Sheriff,Rachel Langston
4337,Pinellas Park Water Management District,Active,103-UTXDX-00,Statewide,Special District Government,Hamza Sattar
1539,"Pinellas Park, City of",Closed,103-56975-00,Pinellas,City,Haley Beary
1545,"Pinellas Park, City of",Closed,103-56975-00,Pinellas,City,Haley Beary
1561,"Pinellas Park, City of",Closed,103-56975-00,Pinellas,City,Haley Beary
3288,"Pinellas Park, City of",Closed,103-56975-00,Pinellas,City,Haley Beary
3551,"Pinellas Park, City of",Closed,103-56975-00,Pinellas,City,Haley Beary
4068,"Pinellas Park, City of",Closed,103-56975-00,Pinellas,City,Haley Beary
4280,"Pinellas Park, City of",Active,103-56975-00,Pinellas,City,Haley Beary
4337,"Pinellas Park, City of",Active,103-56975-00,Pinellas,City,Haley Beary
3605,"Oldsmar, City of",Opening,103-51350-00,Pinellas,City,Haley Beary
4486,"Pinellas Park, City of",Active,103-56975-00,Pinellas,City,Haley Beary
4806,"Oldsmar, City of",Opening,103-51350-00,Pinellas,City,Haley Beary
4673,"Pinellas Park, City of",Active,103-56975-00,Pinellas,City,Haley Beary
4828,"Oldsmar, City of",Opening,103-51350-00,Pinellas,City,Haley Beary
1539,Pinellas Suncoast Fire & Rescue District,Closed,103-09AD6-00,Pinellas,Special District Government,Rachel Langston
4834,"Oldsmar, City of",Opening,103-51350-00,Pinellas,City,Haley Beary
1545,Pinellas Suncoast Fire & Rescue District,Closed,103-09AD6-00,Pinellas,Special District Government,Rachel Langston
3615,"Oldsmar, City of",Opening,103-51350-00,Pinellas,City,Haley Beary
1561,Pinellas Suncoast Fire & Rescue District,Closed,103-09AD6-00,Pinellas,Special District Government,Rachel Langston
3551,Pinellas Suncoast Fire & Rescue District,Closed,103-09AD6-00,Pinellas,Special District Government,Rachel Langston
3561,Pinellas Suncoast Fire & Rescue District,Closed,103-09AD6-00,Pinellas,Special District Government,Rachel Langston
4068,Pinellas Suncoast Fire & Rescue District,Closed,103-09AD6-00,Pinellas,Special District Government,Rachel Langston
4337,Pinellas Suncoast Fire & Rescue District,Active,103-09AD6-00,Pinellas,Special District Government,Rachel Langston
4486,Pinellas Suncoast Fire & Rescue District,Closed,103-09AD6-00,Pinellas,Special District Government,Rachel Langston
4673,Pinellas Suncoast Fire & Rescue District,Active,103-09AD6-00,Pinellas,Special District Government,Rachel Langston
4734,Pinellas Suncoast Fire & Rescue District,Opening,103-09AD6-00,Pinellas,Special District Government,Rachel Langston
4337,"Pines of Sarasota, Inc.",Closed,115-UANVY-00,Sarasota,Critical Private Non-Profit,Haley Beary
4673,"Pines of Sarasota, Inc.",Active,115-UANVY-00,Sarasota,Critical Private Non-Profit,Haley Beary
4337,"Pioneer Settlement for the Creative Arts, Inc.",Closed,127-UEA6E-00,Volusia,Non-Critical Private Non-Profit,Haley Beary
3288,PLANTATION ACRES,Closed,011-57475-00,Statewide,Other,Rachel Langston
4834,"Orange City, City of",Opening,127-51825-00,Volusia,City,Ashley Mitchell
1539,PM Wells Elementary School,Closed,097-UXRW1-00,Osceola,Critical Private Non-Profit,Haley Beary
4834,Orange County,Opening,095-99095-00,Orange,County,Collin Kenline
1551,"Point Baker Water System, Inc.",Closed,113-1324A-00,Santa Rosa,Critical Private Non-Profit,Hamza Sattar
1595,"Point Baker Water System, Inc.",Closed,113-1324A-00,Santa Rosa,Critical Private Non-Profit,Hamza Sattar
4564,Point Baptist Church,Closed,033-U18DL-00,Escambia,House of Worship,Haley Beary
1539,"Polk City, City of",Closed,105-57950-00,Polk,City,Haley Beary
1545,"Polk City, City of",Closed,105-57950-00,Polk,City,Haley Beary
1561,"Polk City, City of",Closed,105-57950-00,Polk,City,Haley Beary
4337,"Polk City, City of",Active,105-57950-00,Polk,City,Haley Beary
4673,"Polk City, City of",Active,105-57950-00,Polk,City,Haley Beary
4734,"Polk City, City of",Opening,105-57950-00,Polk,City,Haley Beary
1539,Polk County,Closed,105-99105-00,Polk,County,Haley Beary
1545,Polk County,Closed,105-99105-00,Polk,County,Haley Beary
1561,Polk County,Closed,105-99105-00,Polk,County,Haley Beary
1609,Polk County,Closed,105-99105-00,Polk,County,Haley Beary
3288,Polk County,Closed,105-99105-00,Polk,County,Haley Beary
4337,Polk County,Active,105-99105-00,Polk,County,Haley Beary
4486,Polk County,Active,105-99105-00,Polk,County,Haley Beary
4673,Polk County,Opening,105-99105-00,Polk,County,Haley Beary
4680,Polk County,Closed,105-99105-00,Polk,County,Haley Beary
4734,Polk County,Opening,105-99105-00,Polk,County,Haley Beary
5180,Polk County,Closed,105-99105-00,Polk,County,Haley Beary
1539,Polk County Property Appraiser,Closed,105-08BA7-00,Polk,County,Haley Beary
1545,Polk County Property Appraiser,Closed,105-08BA7-00,Polk,County,Haley Beary
1561,Polk County Property Appraiser,Closed,105-08BA7-00,Polk,County,Haley Beary
1539,Polk County School Board,Closed,105-0559C-00,Polk,Public School District,Haley Beary
1545,Polk County School Board,Closed,105-0559C-00,Polk,Public School District,Haley Beary
1561,Polk County School Board,Closed,105-0559C-00,Polk,Public School District,Haley Beary
1609,Polk County School Board,Closed,105-0559C-00,Polk,Public School District,Haley Beary
3288,Polk County School Board,Closed,105-0559C-00,Polk,Public School District,Haley Beary
4337,Polk County School Board,Active,105-0559C-00,Polk,Public School District,Haley Beary
4486,Polk County School Board,Closed,105-0559C-00,Polk,Public School District,Haley Beary
4673,Polk County School Board,Opening,105-0559C-00,Polk,Public School District,Haley Beary
4680,Polk County School Board,Opening,105-0559C-00,Polk,Public School District,Haley Beary
4734,Polk County School Board,Opening,105-0559C-00,Polk,Public School District,Haley Beary
4486,"Orlando Health, Inc.",Closed,095-UBP10-00,Orange,Critical Private Non-Profit,John Hayth
1539,Polk County Sheriff's Office,Closed,105-0EF37-00,Polk,County Sheriff,Rachel Langston
1539,"Orlando Health, Inc.",Closed,095-UBP10-00,Orange,Critical Private Non-Profit,John Hayth
1545,Polk County Sheriff's Office,Closed,105-0EF37-00,Polk,County Sheriff,Rachel Langston
1545,"Orlando Health, Inc.",Closed,095-UBP10-00,Orange,Critical Private Non-Profit,John Hayth
1561,Polk County Sheriff's Office,Closed,105-0EF37-00,Polk,County Sheriff,Rachel Langston
4337,"Orlando Health, Inc.",Closed,095-UBP10-00,Orange,Critical Private Non-Profit,John Hayth
3288,Polk County Sheriff's Office,Closed,105-0EF37-00,Polk,County Sheriff,Rachel Langston
1561,"Orlando Health, Inc.",Closed,095-UBP10-00,Orange,Critical Private Non-Profit,John Hayth
4337,Polk County Sheriff's Office,Active,105-0EF37-00,Polk,County Sheriff,Rachel Langston
4283,"Orlando Health, Inc.",Closed,095-UBP10-00,Orange,Critical Private Non-Profit,John Hayth
4399,Polk County Sheriff's Office,Closed,105-0EF37-00,Polk,County Sheriff,Rachel Langston
4486,Polk County Sheriff's Office,Opening,105-0EF37-00,Polk,County Sheriff,Rachel Langston
4673,Polk County Sheriff's Office,Active,105-0EF37-00,Polk,County Sheriff,Rachel Langston
5180,Polk County Sheriff's Office,Closed,105-0EF37-00,Polk,County Sheriff,Rachel Langston
1539,"Pathway of Lakeland, Inc.  DBA  Pathway Christian Learning Center",Closed,105-UP3H3-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
1545,"Pathway of Lakeland, Inc.  DBA  Pathway Christian Learning Center",Closed,105-UP3H3-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
1561,"Pathway of Lakeland, Inc.  DBA  Pathway Christian Learning Center",Closed,105-UP3H3-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
1539,"Peace River Center for Personal Development, Inc",Closed,105-0392B-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
1561,"Peace River Center for Personal Development, Inc",Closed,105-0392B-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
4337,"Peace River Center for Personal Development, Inc",Closed,105-0392B-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
4673,"Peace River Center for Personal Development, Inc",Active,105-0392B-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
1539,"Peace River Refuge & Ranch, Inc",Closed,049-U8HHF-00,Hardee,Critical Private Non-Profit,Ashley Mitchell
4337,Poinciana Community Development District,Closed,105-57900-00,Polk,Special District Government,Ashley Mitchell
1545,"Pomona Park, Town of",Closed,107-58025-00,Putnam,City,Collin Kenline
1561,"Pomona Park, Town of",Closed,107-58025-00,Putnam,City,Collin Kenline
1840,"Pomona Park, Town of",Closed,107-58025-00,Putnam,City,Collin Kenline
1545,"Pompano Beach, City of",Closed,011-58050-00,Broward,City,John Hayth
1561,"Pompano Beach, City of",Closed,011-58050-00,Broward,City,John Hayth
1602,"Pompano Beach, City of",Closed,011-58050-00,Broward,City,John Hayth
1609,"Pompano Beach, City of",Closed,011-58050-00,Broward,City,John Hayth
3288,"Pompano Beach, City of",Closed,011-58050-00,Broward,City,John Hayth
3533,"Pompano Beach, City of",Closed,011-58050-00,Broward,City,John Hayth
4834,Orlando Utilities Commission,Opening,000-UT15M-00,Orange,Special District Government,John Hayth
4283,"Pompano Beach, City of",Closed,011-58050-00,Broward,City,John Hayth
4337,"Pompano Beach, City of",Active,011-58050-00,Broward,City,John Hayth
4468,"Pompano Beach, City of",Active,011-58050-00,Broward,City,John Hayth
4486,"Pompano Beach, City of",Active,011-58050-00,Broward,City,John Hayth
4673,"Pompano Beach, City of",Active,011-58050-00,Broward,City,John Hayth
4680,"Pompano Beach, City of",Active,011-58050-00,Broward,City,John Hayth
1551,"Ponce de Leon, Town of",Closed,059-58175-00,Holmes,City,John Hayth
1831,"Ponce de Leon, Town of",Closed,059-58175-00,Holmes,City,John Hayth
4399,"Ponce de Leon, Town of",Closed,059-58175-00,Holmes,City,John Hayth
4337,Poinciana West CDD,Closed,105-U77GJ-00,Polk,Special District Government,Ashley Mitchell
4337,"Polk Training Center, Inc.",Active,105-0E388-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
4834,"Orlando, City of",Opening,095-53000-00,Orange,City,John Hayth
4673,Prodigal Sons & Daughters,Active,105-UXUO4-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
1545,Real Life Childrens Ranch,Closed,093-121CF-00,Okeechobee,Other,Ashley Mitchell
4337,"Regular Baptist Fellowship, Inc.",Closed,055-USG8F-00,Highlands,Non-Critical Private Non-Profit,Ashley Mitchell
3551,Resurrection Catholic School,Closed,105-02E89-00,Polk,Critical Private Non-Profit,Ashley Mitchell
4486,Resurrection Catholic School,Closed,105-02E89-00,Polk,Critical Private Non-Profit,Ashley Mitchell
1539,"Ridge Area Arc, Inc.",Closed,055-U87N7-00,Highlands,Non-Critical Private Non-Profit,Ashley Mitchell
1561,"Ridge Area Arc, Inc.",Closed,055-U87N7-00,Highlands,Non-Critical Private Non-Profit,Ashley Mitchell
4673,"PORT CHARLOTTE UNITED METHODIST CHURCH, INC.",Active,015-UV6B8-00,Charlotte,House of Worship,Haley Beary
4337,Port LaBelle Community Development District,Active,043-U6R17-00,Glades,Special District Government,Haley Beary
4673,Port LaBelle Community Development District,Closed,043-U6R17-00,Glades,Special District Government,Haley Beary
1545,Port Malabar Holiday Park Mobile Home Park Recreation District,Closed,009-58475-00,Brevard,Other,Haley Beary
